query_id,query_text,rank,item_id,semantic_score,relevance_grade
query_000053,ModernSpace Storage,6,item_000195,0.388244,0
query_000053,ModernSpace Storage,7,item_000204,0.388244,0
query_000053,ModernSpace Storage,8,item_000391,0.388244,0
query_000053,ModernSpace Storage,9,item_000043,0.385751,0
query_000053,ModernSpace Storage,10,item_000137,0.385751,0
query_000053,ModernSpace Storage,11,item_000383,0.381045,0
query_000053,ModernSpace Storage,12,item_000349,0.374465,1
query_000053,ModernSpace Storage,13,item_000379,0.370327,0
query_000053,ModernSpace Storage,14,item_000182,0.366112,0
query_000053,ModernSpace Storage,15,item_000236,0.366112,0
query_000053,ModernSpace Storage,16,item_000443,0.366112,0
query_000053,ModernSpace Storage,17,item_000275,0.365207,0
query_000053,ModernSpace Storage,18,item_000362,0.365207,0
query_000053,ModernSpace Storage,19,item_000286,0.365205,0
query_000053,ModernSpace Storage,20,item_000423,0.365205,0
query_000054,affordable spices for everyday use,1,item_000015,0.670167,2
query_000054,affordable spices for everyday use,2,item_000230,0.670167,2
query_000054,affordable spices for everyday use,3,item_000462,0.582518,3
query_000054,affordable spices for everyday use,4,item_000301,0.445362,2
query_000054,affordable spices for everyday use,5,item_000272,0.442326,2
query_000054,affordable spices for everyday use,6,item_000092,0.440474,2
query_000054,affordable spices for everyday use,7,item_000282,0.440474,2
query_000054,affordable spices for everyday use,8,item_000013,0.437344,2
query_000054,affordable spices for everyday use,9,item_000264,0.437344,2
query_000054,affordable spices for everyday use,10,item_000478,0.432353,2
query_000054,affordable spices for everyday use,11,item_000066,0.431336,2
query_000054,affordable spices for everyday use,12,item_000185,0.431336,2
query_000054,affordable spices for everyday use,13,item_000479,0.431336,2
query_000054,affordable spices for everyday use,14,item_000280,0.421807,2
query_000054,affordable spices for everyday use,15,item_000156,0.420174,3
query_000054,affordable spices for everyday use,16,item_000162,0.420174,3
query_000054,affordable spices for everyday use,17,item_000237,0.419575,2
query_000054,affordable spices for everyday use,18,item_000274,0.419575,2
query_000054,affordable spices for everyday use,19,item_000306,0.419575,2
query_000054,affordable spices for everyday use,20,item_000095,0.414352,3
query_000055,PlayWorld Puzzles,1,item_000113,0.658544,0
query_000055,PlayWorld Puzzles,2,item_000139,0.639149,0
query_000055,PlayWorld Puzzles,3,item_000229,0.639149,0
query_000055,PlayWorld Puzzles,4,item_000358,0.634575,0
query_000055,PlayWorld Puzzles,5,item_000086,0.622105,0
query_000055,PlayWorld Puzzles,6,item_000324,0.622105,0
query_000055,PlayWorld Puzzles,7,item_000356,0.622105,0
query_000055,PlayWorld Puzzles,8,item_000436,0.620223,0
query_000055,PlayWorld Puzzles,9,item_000002,0.616659,0
query_000055,PlayWorld Puzzles,10,item_000393,0.616659,0
query_000055,PlayWorld Puzzles,11,item_000480,0.612170,0
query_000055,PlayWorld Puzzles,12,item_000269,0.598286,0
query_000055,PlayWorld Puzzles,13,item_000303,0.598286,0
query_000055,PlayWorld Puzzles,14,item_000495,0.587381,0
query_000055,PlayWorld Puzzles,15,item_000001,0.585608,0
query_000055,PlayWorld Puzzles,16,item_000322,0.583519,0
query_000055,PlayWorld Puzzles,17,item_000387,0.566499,0
query_000055,PlayWorld Puzzles,18,item_000428,0.469067,0
query_000055,PlayWorld Puzzles,19,item_000327,0.448563,0
query_000055,PlayWorld Puzzles,20,item_000309,0.444890,0
query_000056,affordable wearables for everyday use,1,item_000121,0.438607,0
query_000056,affordable wearables for everyday use,2,item_000094,0.438372,0
query_000056,affordable wearables for everyday use,3,item_000194,0.438372,0
query_000056,affordable wearables for everyday use,4,item_000202,0.438372,0
query_000056,affordable wearables for everyday use,5,item_000418,0.438372,0
query_000056,affordable wearables for everyday use,6,item_000382,0.414877,0
query_000056,affordable wearables for everyday use,7,item_000400,0.414877,0
query_000056,affordable wearables for everyday use,8,item_000117,0.410106,0
query_000056,affordable wearables for everyday use,9,item_000217,0.410106,0
query_000056,affordable wearables for everyday use,10,item_000228,0.410106,0
query_000056,affordable wearables for everyday use,11,item_000344,0.409361,1
query_000056,affordable wearables for everyday use,12,item_000183,0.406776,0
query_000056,affordable wearables for everyday use,13,item_000231,0.406776,0
query_000056,affordable wearables for everyday use,14,item_000417,0.406776,0
query_000056,affordable wearables for everyday use,15,item_000102,0.397376,1
query_000056,affordable wearables for everyday use,16,item_000299,0.397376,1
query_000056,affordable wearables for everyday use,17,item_000310,0.397376,1
query_000056,affordable wearables for everyday use,18,item_000015,0.395428,2
query_000056,affordable wearables for everyday use,19,item_000230,0.395428,0
query_000056,affordable wearables for everyday use,20,item_000062,0.395268,0
query_000057,affordable cameras for everyday use,1,item_000121,0.441209,0
query_000057,affordable cameras for everyday use,2,item_000117,0.412446,0
query_000057,affordable cameras for everyday use,3,item_000217,0.412446,0
query_000057,affordable cameras for everyday use,4,item_000228,0.412446,0
query_000057,affordable cameras for everyday use,5,item_000183,0.409193,0
query_000057,affordable cameras for everyday use,6,item_000231,0.409193,0
query_000057,affordable cameras for everyday use,7,item_000417,0.409193,0
query_000057,affordable cameras for everyday use,8,item_000344,0.408135,1
query_000057,affordable cameras for everyday use,9,item_000160,0.407213,0
query_000057,affordable cameras for everyday use,10,item_000497,0.407213,0
query_000057,affordable cameras for everyday use,11,item_000062,0.397393,0
query_000057,affordable cameras for everyday use,12,item_000214,0.397393,0
query_000057,affordable cameras for everyday use,13,item_000102,0.394218,1
query_000057,affordable cameras for everyday use,14,item_000299,0.394218,1
query_000057,affordable cameras for everyday use,15,item_000310,0.394218,1
query_000057,affordable cameras for everyday use,16,item_000015,0.392127,2
query_000057,affordable cameras for everyday use,17,item_000230,0.392127,0
query_000057,affordable cameras for everyday use,18,item_000173,0.387069,0
query_000057,affordable cameras for everyday use,19,item_000215,0.387069,0
query_000057,affordable cameras for everyday use,20,item_000290,0.387069,0
query_000058,best men's shirts,1,item_000250,0.883635,1
query_000058,best men's shirts,2,item_000330,0.883635,1
query_000058,best men's shirts,3,item_000149,0.873733,1
query_000058,best men's shirts,4,item_000292,0.865447,1
query_000058,best men's shirts,5,item_000206,0.865204,1
query_000058,best men's shirts,6,item_000281,0.863737,1
query_000058,best men's shirts,7,item_000016,0.858778,1
query_000058,best men's shirts,8,item_000490,0.848070,1
query_000058,best men's shirts,9,item_000396,0.844375,1
query_000058,best men's shirts,10,item_000467,0.844375,1
query_000058,best men's shirts,11,item_000369,0.839507,1
query_000058,best men's shirts,12,item_000198,0.836472,1
query_000058,best men's shirts,13,item_000063,0.833945,1
query_000058,best men's shirts,14,item_000263,0.833470,1
query_000058,best men's shirts,15,item_000378,0.833470,1
query_000058,best men's shirts,16,item_000326,0.831793,1
query_000058,best men's shirts,17,item_000116,0.829464,1
query_000058,best men's shirts,18,item_000308,0.829464,1
query_000058,best men's shirts,19,item_000254,0.827976,1
query_000058,best men's shirts,20,item_000412,0.827976,1
query_000059,affordable action figures for everyday use,1,item_000044,0.805137,3
query_000059,affordable action figures for everyday use,2,item_000375,0.805137,3
query_000059,affordable action figures for everyday use,3,item_000432,0.805137,3
query_000059,affordable action figures for everyday use,4,item_000029,0.756497,3
query_000059,affordable action figures for everyday use,5,item_000318,0.756497,3
query_000059,affordable action figures for everyday use,6,item_000141,0.688840,3
query_000059,affordable action figures for everyday use,7,item_000285,0.688840,3
query_000059,affordable action figures for everyday use,8,item_000315,0.688840,3
query_000059,affordable action figures for everyday use,9,item_000370,0.638735,3
query_000059,affordable action figures for everyday use,10,item_000456,0.638735,3
query_000059,affordable action figures for everyday use,11,item_000494,0.627941,3
query_000059,affordable action figures for everyday use,12,item_000302,0.622808,3
query_000059,affordable action figures for everyday use,13,item_000248,0.619202,3
query_000059,affordable action figures for everyday use,14,item_000365,0.613660,3
query_000059,affordable action figures for everyday use,15,item_000245,0.613170,3
query_000059,affordable action figures for everyday use,16,item_000108,0.610386,3
query_000059,affordable action figures for everyday use,17,item_000446,0.610386,3
query_000059,affordable action figures for everyday use,18,item_000374,0.609436,3
query_000059,affordable action figures for everyday use,19,item_000115,0.609176,2
query_000059,affordable action figures for everyday use,20,item_000021,0.608254,3
query_000060,RoadMaster Tools & Equipment,1,item_000008,0.717045,0
query_000060,RoadMaster Tools & Equipment,2,item_000035,0.717045,0
query_000060,RoadMaster Tools & Equipment,3,item_000239,0.717045,0
query_000060,RoadMaster Tools & Equipment,4,item_000325,0.709000,0
query_000060,RoadMaster Tools & Equipment,5,item_000351,0.709000,0
query_000060,RoadMaster Tools & Equipment,6,item_000050,0.707121,0
query_000060,RoadMaster Tools & Equipment,7,item_000314,0.707121,0
query_000060,RoadMaster Tools & Equipment,8,item_000482,0.707121,0
query_000060,RoadMaster Tools & Equipment,9,item_000357,0.706997,0
query_000060,RoadMaster Tools & Equipment,10,item_000010,0.689922,0
query_000060,RoadMaster Tools & Equipment,11,item_000130,0.689922,0
query_000060,RoadMaster Tools & Equipment,12,item_000056,0.686762,0
query_000060,RoadMaster Tools & Equipment,13,item_000493,0.683723,0
query_000060,RoadMaster Tools & Equipment,14,item_000233,0.680727,0
query_000060,RoadMaster Tools & Equipment,15,item_000435,0.680727,0
query_000060,RoadMaster Tools & Equipment,16,item_000464,0.671166,0
query_000060,RoadMaster Tools & Equipment,17,item_000003,0.670987,0
query_000060,RoadMaster Tools & Equipment,18,item_000058,0.646859,0
query_000060,RoadMaster Tools & Equipment,19,item_000294,0.646859,0
query_000060,RoadMaster Tools & Equipment,20,item_000062,0.639000,0
query_000061,affordable yoga for everyday use,1,item_000062,0.696072,3
query_000061,affordable yoga for everyday use,2,item_000214,0.696072,3
query_000061,affordable yoga for everyday use,3,item_000394,0.573652,3
query_000061,affordable yoga for everyday use,4,item_000405,0.570496,3
query_000061,affordable yoga for everyday use,5,item_000121,0.394818,0
query_000061,affordable yoga for everyday use,6,item_000493,0.381887,3
query_000061,affordable yoga for everyday use,7,item_000003,0.373725,3
query_000061,affordable yoga for everyday use,8,item_000233,0.371869,3
query_000061,affordable yoga for everyday use,9,item_000435,0.371869,3
query_000061,affordable yoga for everyday use,10,item_000117,0.368295,0
query_000061,affordable yoga for everyday use,11,item_000217,0.368295,0
query_000061,affordable yoga for everyday use,12,item_000228,0.368295,0
query_000061,affordable yoga for everyday use,13,item_000183,0.364496,0
query_000061,affordable yoga for everyday use,14,item_000231,0.364496,0
query_000061,affordable yoga for everyday use,15,item_000417,0.364496,0
query_000061,affordable yoga for everyday use,16,item_000344,0.363868,0
query_000061,affordable yoga for everyday use,17,item_000464,0.361920,3
query_000061,affordable yoga for everyday use,18,item_000160,0.353763,0
query_000061,affordable yoga for everyday use,19,item_000497,0.353763,0
query_000061,affordable yoga for everyday use,20,item_000102,0.351405,0
query_000062,best lighting,1,item_000172,0.694216,2
query_000062,best lighting,2,item_000397,0.692520,1
query_000062,best lighting,3,item_000221,0.691456,1
query_000062,best lighting,4,item_000052,0.678505,2
query_000062,best lighting,5,item_000070,0.678505,2
query_000062,best lighting,6,item_000111,0.678505,2
query_000062,best lighting,7,item_000152,0.677140,2
query_000062,best lighting,8,item_000153,0.676906,2
query_000062,best lighting,9,item_000061,0.673799,1
query_000062,best lighting,10,item_000232,0.673172,1
query_000062,best lighting,11,item_000027,0.670931,2
query_000062,best lighting,12,item_000047,0.670931,2
query_000062,best lighting,13,item_000414,0.670931,2
query_000062,best lighting,14,item_000183,0.670639,2
query_000062,best lighting,15,item_000231,0.670639,2
query_000062,best lighting,16,item_000417,0.670639,2
query_000062,best lighting,17,item_000131,0.634987,2
query_000062,best lighting,18,item_000407,0.634987,2
query_000062,best lighting,19,item_000499,0.634987,2
query_000062,best lighting,20,item_000151,0.622284,1
query_000063,CleanShield Cleaning,1,item_000168,0.590848,0
query_000063,CleanShield Cleaning,2,item_000135,0.570416,0
query_000063,CleanShield Cleaning,3,item_000377,0.570416,0
query_000063,CleanShield Cleaning,4,item_000048,0.553307,0
query_000063,CleanShield Cleaning,5,item_000052,0.550248,0
query_000063,CleanShield Cleaning,6,item_000070,0.550248,0
query_000063,CleanShield Cleaning,7,item_000111,0.550248,0
query_000063,CleanShield Cleaning,8,item_000298,0.499460,1
query_000063,CleanShield Cleaning,9,item_000473,0.474496,0
query_000063,CleanShield Cleaning,10,item_000125,0.474386,0
query_000063,CleanShield Cleaning,11,item_000263,0.461329,0
query_000063,CleanShield Cleaning,12,item_000378,0.461329,0
query_000063,CleanShield Cleaning,13,item_000221,0.418117,0
query_000063,CleanShield Cleaning,14,item_000397,0.416637,0
query_000063,CleanShield Cleaning,15,item_000382,0.412764,0
query_000063,CleanShield Cleaning,16,item_000400,0.412764,0
query_000063,CleanShield Cleaning,17,item_000490,0.405566,0
query_000063,CleanShield Cleaning,18,item_000061,0.404770,0
query_000063,CleanShield Cleaning,19,item_000232,0.402037,0
query_000063,CleanShield Cleaning,20,item_000094,0.398587,0
query_000064,KidGenius puzzles review,1,item_000027,0.654482,0
query_000064,KidGenius puzzles review,2,item_000047,0.654482,0
query_000064,KidGenius puzzles review,3,item_000414,0.654482,0
query_000064,KidGenius puzzles review,4,item_000189,0.639686,0
query_000064,KidGenius puzzles review,5,item_000491,0.639686,0
query_000064,KidGenius puzzles review,6,item_000052,0.633857,0
query_000064,KidGenius puzzles review,7,item_000070,0.633857,0
query_000064,KidGenius puzzles review,8,item_000111,0.633857,0
query_000064,KidGenius puzzles review,9,item_000125,0.632660,0
query_000064,KidGenius puzzles review,10,item_000153,0.629030,0
query_000064,KidGenius puzzles review,11,item_000424,0.624557,0
query_000064,KidGenius puzzles review,12,item_000183,0.616179,0
query_000064,KidGenius puzzles review,13,item_000231,0.616179,0
query_000064,KidGenius puzzles review,14,item_000417,0.616179,0
query_000064,KidGenius puzzles review,15,item_000152,0.611539,0
query_000064,KidGenius puzzles review,16,item_000131,0.609409,0
query_000064,KidGenius puzzles review,17,item_000407,0.609409,0
query_000064,KidGenius puzzles review,18,item_000499,0.609409,0
query_000064,KidGenius puzzles review,19,item_000036,0.608640,0
query_000064,KidGenius puzzles review,20,item_000081,0.608640,0
query_000065,OrganicRoots Spices,1,item_000301,0.817513,2
query_000065,OrganicRoots Spices,2,item_000478,0.814239,2
query_000065,OrganicRoots Spices,3,item_000272,0.813771,2
query_000065,OrganicRoots Spices,4,item_000013,0.808718,2
query_000065,OrganicRoots Spices,5,item_000264,0.808718,2
query_000065,OrganicRoots Spices,6,item_000066,0.807885,2
query_000065,OrganicRoots Spices,7,item_000185,0.807885,2
query_000065,OrganicRoots Spices,8,item_000479,0.807885,2
query_000065,OrganicRoots Spices,9,item_000026,0.799108,2
query_000065,OrganicRoots Spices,10,item_000092,0.798050,2
query_000065,OrganicRoots Spices,11,item_000282,0.798050,2
query_000065,OrganicRoots Spices,12,item_000280,0.794538,2
query_000065,OrganicRoots Spices,13,item_000335,0.786663,2
query_000065,OrganicRoots Spices,14,item_000237,0.786481,2
query_000065,OrganicRoots Spices,15,item_000274,0.786481,2
query_000065,OrganicRoots Spices,16,item_000306,0.786481,2
query_000065,OrganicRoots Spices,17,item_000025,0.777157,2
query_000065,OrganicRoots Spices,18,item_000463,0.777157,2
query_000065,OrganicRoots Spices,19,item_000089,0.773307,2
query_000065,OrganicRoots Spices,20,item_000187,0.772497,2
query_000066,affordable tools & equipment for everyday use,1,item_000062,0.442811,0
query_000066,affordable tools & equipment for everyday use,2,item_000214,0.442811,0
query_000066,affordable tools & equipment for everyday use,3,item_000121,0.441497,0
query_000066,affordable tools & equipment for everyday use,4,item_000394,0.418018,0
query_000066,affordable tools & equipment for everyday use,5,item_000183,0.412276,0
query_000066,affordable tools & equipment for everyday use,6,item_000231,0.412276,0
query_000066,affordable tools & equipment for everyday use,7,item_000417,0.412276,0
query_000066,affordable tools & equipment for everyday use,8,item_000117,0.409287,0
query_000066,affordable tools & equipment for everyday use,9,item_000217,0.409287,0
query_000066,affordable tools & equipment for everyday use,10,item_000228,0.409287,0
query_000066,affordable tools & equipment for everyday use,11,item_000344,0.405189,0
query_000066,affordable tools & equipment for everyday use,12,item_000094,0.402916,0
query_000066,affordable tools & equipment for everyday use,13,item_000194,0.402916,0
query_000066,affordable tools & equipment for everyday use,14,item_000202,0.402916,0
query_000066,affordable tools & equipment for everyday use,15,item_000418,0.402916,0
query_000066,affordable tools & equipment for everyday use,16,item_000160,0.395554,0
query_000066,affordable tools & equipment for everyday use,17,item_000497,0.395554,0
query_000066,affordable tools & equipment for everyday use,18,item_000102,0.391252,0
query_000066,affordable tools & equipment for everyday use,19,item_000299,0.391252,0
query_000066,affordable tools & equipment for everyday use,20,item_000310,0.391252,0
query_000067,best comics,1,item_000328,0.831996,2
query_000067,best comics,2,item_000447,0.811572,2
query_000067,best comics,3,item_000041,0.809924,2
query_000067,best comics,4,item_000398,0.809097,2
query_000067,best comics,5,item_000165,0.803971,2
query_000067,best comics,6,item_000341,0.803911,2
query_000067,best comics,7,item_000014,0.795895,2
query_000067,best comics,8,item_000265,0.795895,2
query_000067,best comics,9,item_000114,0.795405,2
query_000067,best comics,10,item_000487,0.794669,2
query_000067,best comics,11,item_000100,0.791660,2
query_000067,best comics,12,item_000200,0.791660,2
query_000067,best comics,13,item_000203,0.791660,2
query_000067,best comics,14,item_000043,0.791628,2
query_000067,best comics,15,item_000137,0.791628,2
query_000067,best comics,16,item_000383,0.788564,2
query_000067,best comics,17,item_000246,0.786303,2
query_000067,best comics,18,item_000271,0.786303,2
query_000067,best comics,19,item_000313,0.786303,2
query_000067,best comics,20,item_000155,0.784839,2
query_000068,affordable baking for everyday use,1,item_000121,0.439518,0
query_000068,affordable baking for everyday use,2,item_000183,0.432917,0
query_000068,affordable baking for everyday use,3,item_000231,0.432917,0
query_000068,affordable baking for everyday use,4,item_000417,0.432917,0
query_000068,affordable baking for everyday use,5,item_000160,0.427799,0
query_000068,affordable baking for everyday use,6,item_000497,0.427799,0
query_000068,affordable baking for everyday use,7,item_000344,0.416699,0
query_000068,affordable baking for everyday use,8,item_000117,0.410848,0
query_000068,affordable baking for everyday use,9,item_000217,0.410848,0
query_000068,affordable baking for everyday use,10,item_000228,0.410848,0
query_000068,affordable baking for everyday use,11,item_000094,0.398021,0
query_000068,affordable baking for everyday use,12,item_000194,0.398021,0
query_000068,affordable baking for everyday use,13,item_000202,0.398021,0
query_000068,affordable baking for everyday use,14,item_000418,0.398021,0
query_000068,affordable baking for everyday use,15,item_000062,0.395877,0
query_000068,affordable baking for everyday use,16,item_000214,0.395877,0
query_000068,affordable baking for everyday use,17,item_000102,0.392221,0
query_000068,affordable baking for everyday use,18,item_000299,0.392221,0
query_000068,affordable baking for everyday use,19,item_000310,0.392221,0
query_000068,affordable baking for everyday use,20,item_000173,0.392170,0
query_000069,EcoFresh air quality review,1,item_000119,0.871964,3
query_000069,EcoFresh air quality review,2,item_000428,0.861611,3
query_000069,EcoFresh air quality review,3,item_000260,0.860596,3
query_000069,EcoFresh air quality review,4,item_000298,0.838464,3
query_000069,EcoFresh air quality review,5,item_000078,0.836714,3
query_000069,EcoFresh air quality review,6,item_000097,0.836714,3
query_000069,EcoFresh air quality review,7,item_000286,0.833884,3
query_000069,EcoFresh air quality review,8,item_000423,0.833884,3
query_000069,EcoFresh air quality review,9,item_000438,0.833884,3
query_000069,EcoFresh air quality review,10,item_000327,0.829160,3
query_000069,EcoFresh air quality review,11,item_000037,0.828954,3
query_000069,EcoFresh air quality review,12,item_000140,0.827616,3
query_000069,EcoFresh air quality review,13,item_000434,0.827616,3
query_000069,EcoFresh air quality review,14,item_000110,0.820588,3
query_000069,EcoFresh air quality review,15,item_000084,0.819698,3
query_000069,EcoFresh air quality review,16,item_000480,0.818906,3
query_000069,EcoFresh air quality review,17,item_000147,0.817725,3
query_000069,EcoFresh air quality review,18,item_000154,0.815434,3
query_000069,EcoFresh air quality review,19,item_000411,0.815434,3
query_000069,EcoFresh air quality review,20,item_000042,0.815273,3
query_000070,ZenYoga Swimming,1,item_000188,0.833000,2
query_000070,ZenYoga Swimming,2,item_000336,0.830762,2
query_000070,ZenYoga Swimming,3,item_000033,0.825189,2
query_000070,ZenYoga Swimming,4,item_000129,0.823402,2
query_000070,ZenYoga Swimming,5,item_000402,0.789256,2
query_000070,ZenYoga Swimming,6,item_000450,0.788169,2
query_000070,ZenYoga Swimming,7,item_000325,0.779067,2
query_000070,ZenYoga Swimming,8,item_000351,0.779067,2
query_000070,ZenYoga Swimming,9,item_000008,0.773854,2
query_000070,ZenYoga Swimming,10,item_000035,0.773854,2
query_000070,ZenYoga Swimming,11,item_000239,0.773854,2
query_000070,ZenYoga Swimming,12,item_000058,0.773368,2
query_000070,ZenYoga Swimming,13,item_000294,0.773368,2
query_000070,ZenYoga Swimming,14,item_000357,0.772556,2
query_000070,ZenYoga Swimming,15,item_000050,0.761419,2
query_000070,ZenYoga Swimming,16,item_000314,0.761419,2
query_000070,ZenYoga Swimming,17,item_000482,0.761419,2
query_000070,ZenYoga Swimming,18,item_000441,0.758974,2
query_000070,ZenYoga Swimming,19,item_000493,0.756905,3
query_000070,ZenYoga Swimming,20,item_000224,0.749940,2
query_000071,best wearables,1,item_000169,0.824648,0
query_000071,best wearables,2,item_000312,0.824648,0
query_000071,best wearables,3,item_000161,0.821801,0
query_000071,best wearables,4,item_000498,0.821801,0
query_000071,best wearables,5,item_000384,0.820784,0
query_000071,best wearables,6,item_000413,0.818351,0
query_000071,best wearables,7,item_000082,0.812198,0
query_000071,best wearables,8,item_000177,0.812198,0
query_000071,best wearables,9,item_000361,0.812198,0
query_000071,best wearables,10,item_000291,0.809722,0
query_000071,best wearables,11,item_000149,0.807036,0
query_000071,best wearables,12,item_000292,0.796493,0
query_000071,best wearables,13,item_000250,0.793380,0
query_000071,best wearables,14,item_000330,0.793380,0
query_000071,best wearables,15,item_000206,0.783798,0
query_000071,best wearables,16,item_000281,0.783763,0
query_000071,best wearables,17,item_000490,0.766867,0
query_000071,best wearables,18,item_000263,0.761804,0
query_000071,best wearables,19,item_000378,0.761804,0
query_000071,best wearables,20,item_000369,0.761088,0
query_000072,best action figures,1,item_000054,0.886574,2
query_000072,best action figures,2,item_000115,0.885826,2
query_000072,best action figures,3,item_000386,0.865775,2
query_000072,best action figures,4,item_000074,0.861209,2
query_000072,best action figures,5,item_000311,0.861209,2
query_000072,best action figures,6,item_000350,0.861209,2
query_000072,best action figures,7,item_000034,0.849943,2
query_000072,best action figures,8,item_000496,0.849943,2
query_000072,best action figures,9,item_000494,0.849147,3
query_000072,best action figures,10,item_000370,0.848127,3
query_000072,best action figures,11,item_000456,0.848127,3
query_000072,best action figures,12,item_000302,0.847966,3
query_000072,best action figures,13,item_000142,0.845187,2
query_000072,best action figures,14,item_000442,0.845041,2
query_000072,best action figures,15,item_000475,0.845041,2
query_000072,best action figures,16,item_000032,0.842554,2
query_000072,best action figures,17,item_000091,0.842554,2
query_000072,best action figures,18,item_000108,0.841316,3
query_000072,best action figures,19,item_000446,0.841316,3
query_000072,best action figures,20,item_000365,0.837320,3
query_000073,PenPoint Press children's books review,1,item_000014,0.786163,1
query_000073,PenPoint Press children's books review,2,item_000265,0.786163,1
query_000073,PenPoint Press children's books review,3,item_000022,0.771847,1
query_000073,PenPoint Press children's books review,4,item_000004,0.751053,1
query_000073,PenPoint Press children's books review,5,item_000166,0.748865,1
query_000073,PenPoint Press children's books review,6,item_000122,0.744825,1
query_000073,PenPoint Press children's books review,7,item_000114,0.744004,1
query_000073,PenPoint Press children's books review,8,item_000175,0.743864,1
query_000073,PenPoint Press children's books review,9,item_000017,0.733770,1
query_000073,PenPoint Press children's books review,10,item_000118,0.733770,1
query_000073,PenPoint Press children's books review,11,item_000174,0.731024,1
query_000073,PenPoint Press children's books review,12,item_000242,0.731024,1
query_000073,PenPoint Press children's books review,13,item_000170,0.730907,1
query_000073,PenPoint Press children's books review,14,item_000383,0.723459,1
query_000073,PenPoint Press children's books review,15,item_000127,0.719166,1
query_000073,PenPoint Press children's books review,16,item_000121,0.716006,1
query_000073,PenPoint Press children's books review,17,item_000328,0.683416,1
query_000073,PenPoint Press children's books review,18,item_000165,0.682416,1
query_000073,PenPoint Press children's books review,19,item_000041,0.659571,1
query_000073,PenPoint Press children's books review,20,item_000007,0.639243,1
query_000074,affordable non-fiction for everyday use,1,item_000044,0.513509,0
query_000074,affordable non-fiction for everyday use,2,item_000375,0.513509,0
query_000074,affordable non-fiction for everyday use,3,item_000432,0.513509,0
query_000074,affordable non-fiction for everyday use,4,item_000141,0.475781,0
query_000074,affordable non-fiction for everyday use,5,item_000285,0.475781,0
query_000074,affordable non-fiction for everyday use,6,item_000315,0.475781,0
query_000074,affordable non-fiction for everyday use,7,item_000029,0.437665,0
query_000074,affordable non-fiction for everyday use,8,item_000318,0.437665,0
query_000074,affordable non-fiction for everyday use,9,item_000121,0.433132,1
query_000074,affordable non-fiction for everyday use,10,item_000117,0.417476,1
query_000074,affordable non-fiction for everyday use,11,item_000217,0.417476,1
query_000074,affordable non-fiction for everyday use,12,item_000228,0.417476,1
query_000074,affordable non-fiction for everyday use,13,item_000183,0.400951,0
query_000074,affordable non-fiction for everyday use,14,item_000231,0.400951,0
query_000074,affordable non-fiction for everyday use,15,item_000417,0.400951,0
query_000074,affordable non-fiction for everyday use,16,item_000344,0.399685,0
query_000074,affordable non-fiction for everyday use,17,item_000102,0.397562,0
query_000074,affordable non-fiction for everyday use,18,item_000299,0.397562,0
query_000074,affordable non-fiction for everyday use,19,item_000310,0.397562,0
query_000074,affordable non-fiction for everyday use,20,item_000015,0.396609,0
query_000075,affordable action figures for everyday use,1,item_000044,0.805137,3
query_000075,affordable action figures for everyday use,2,item_000375,0.805137,3
query_000075,affordable action figures for everyday use,3,item_000432,0.805137,3
query_000075,affordable action figures for everyday use,4,item_000029,0.756497,3
query_000075,affordable action figures for everyday use,5,item_000318,0.756497,3
query_000075,affordable action figures for everyday use,6,item_000141,0.688840,3
query_000075,affordable action figures for everyday use,7,item_000285,0.688840,3
query_000075,affordable action figures for everyday use,8,item_000315,0.688840,3
query_000075,affordable action figures for everyday use,9,item_000370,0.638735,3
query_000075,affordable action figures for everyday use,10,item_000456,0.638735,3
query_000075,affordable action figures for everyday use,11,item_000494,0.627941,3
query_000075,affordable action figures for everyday use,12,item_000302,0.622808,3
query_000075,affordable action figures for everyday use,13,item_000248,0.619202,3
query_000075,affordable action figures for everyday use,14,item_000365,0.613660,3
query_000075,affordable action figures for everyday use,15,item_000245,0.613170,3
query_000075,affordable action figures for everyday use,16,item_000108,0.610386,3
query_000075,affordable action figures for everyday use,17,item_000446,0.610386,3
query_000075,affordable action figures for everyday use,18,item_000374,0.609436,3
query_000075,affordable action figures for everyday use,19,item_000115,0.609176,2
query_000075,affordable action figures for everyday use,20,item_000021,0.608254,3
query_000076,affordable tools & equipment for everyday use,1,item_000062,0.442811,0
query_000076,affordable tools & equipment for everyday use,2,item_000214,0.442811,0
query_000076,affordable tools & equipment for everyday use,3,item_000121,0.441497,0
query_000076,affordable tools & equipment for everyday use,4,item_000394,0.418018,0
query_000076,affordable tools & equipment for everyday use,5,item_000183,0.412276,0
query_000076,affordable tools & equipment for everyday use,6,item_000231,0.412276,0
query_000076,affordable tools & equipment for everyday use,7,item_000417,0.412276,0
query_000076,affordable tools & equipment for everyday use,8,item_000117,0.409287,0
query_000076,affordable tools & equipment for everyday use,9,item_000217,0.409287,0
query_000076,affordable tools & equipment for everyday use,10,item_000228,0.409287,0
query_000076,affordable tools & equipment for everyday use,11,item_000344,0.405189,0
query_000076,affordable tools & equipment for everyday use,12,item_000094,0.402916,0
query_000076,affordable tools & equipment for everyday use,13,item_000194,0.402916,0
query_000076,affordable tools & equipment for everyday use,14,item_000202,0.402916,0
query_000076,affordable tools & equipment for everyday use,15,item_000418,0.402916,0
query_000076,affordable tools & equipment for everyday use,16,item_000160,0.395554,0
