query_id,query_text,bm25_result_count,semantic_result_count,candidate_union_count,candidate_intersection_count,result_count,precision_at_5,recall_at_5,mrr_at_5,ndcg_at_5,precision_at_10,recall_at_10,mrr_at_10,ndcg_at_10,precision_at_20,recall_at_20,mrr_at_20,ndcg_at_20
query_000167,affordable smartphones for everyday use,100,100,106,94,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000168,ApexVision laptops review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000169,affordable snacks for everyday use,100,100,118,82,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.05555555555555555,0.011391416422138407
query_000170,best first aid,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000171,best vitamins,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000172,best wearables,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000173,TrailBlaze Jackets,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000174,best shoes,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000175,best cookware,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000176,RadianceCo fragrance review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000177,affordable cameras for everyday use,100,100,126,74,20,0.2,0.0196078431372549,0.2,0.0781764177375172,0.3,0.058823529411764705,0.2,0.16176591613785735,0.3,0.11764705882352941,0.2,0.2537197414919339
query_000178,CoreWave cameras review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000179,UrbanStitch Activewear,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000180,CleanShield cleaning review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.1,0.0196078431372549,0.125,0.04820998182892456,0.05,0.0196078431372549,0.125,0.0348955211790523
query_000181,TurboEdge Tires,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000182,PureBite spices review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000183,DriveSafe tools & equipment review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000184,best spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000185,PeakAscent Fitness Equipment,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000186,FunCraft board games review,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000187,affordable swimming for everyday use,100,100,121,79,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.0625,0.07876097372801674
query_000188,CoreWave Smartphones,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.46292724659803963,1.0,0.4,1.0,0.5969004745743374
query_000189,best shoes,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000190,AtlasBooks Comics,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000191,PenPoint Press Non-Fiction,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000192,ReadersGate children's books review,100,100,100,100,20,0.8,0.0784313725490196,0.5,0.3937506751234175,0.5,0.09803921568627451,0.5,0.34597745335438657,0.65,0.2549019607843137,0.5,0.4683972512066267
query_000193,UrbanStitch Women's Dresses,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.46961264545719794
query_000194,best lighting,0,100,100,0,20,1.0,0.1,1.0,0.7442890884191097,1.0,0.2,1.0,0.7474777742160431,1.0,0.4,1.0,0.8154715399530582
query_000195,best textbooks,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000196,affordable skincare for everyday use,100,100,105,95,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,0.7993894716181981,1.0,0.4,1.0,0.6804595131163704
query_000197,PureCare first aid review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000198,PureBite Spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000199,EcoFresh Paper Goods,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.454171314575074
query_000200,affordable children's books for everyday use,100,100,136,64,20,0.4,0.0392156862745098,1.0,0.3031246624382913,0.4,0.0784313725490196,1.0,0.32967335838391354,0.45,0.17647058823529413,1.0,0.375801593019682
